Licence Number,Licence Status,Licence Status Date,Lic. EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Licence Surface Location,Location Latitude,Location Longitude,Licensee  BA Code,Licensee Name,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,Reporting Facility ID,Facility Subtype,Facility Name,Field or Area,Operator Code,Operator Name,First Volumetric Activity Date,Last Volumetric Activity Date
F27866    ,Abandoned,"Nov 20, 2014",300,"Jan 10, 2003","Feb 08, 2008",00/07-15-110-21W5,58.547403,-117.412095,0M7P,AQT Water Management Inc.,"Regenerative, Acid Gas Flaring",422.6,324, , , , , , ,0.12, ,0.12, ,ABGP0079548,Gp Sulphur Rcvry,EVERGREEN SOUR GAS PLANT,HIGH LEVEL,0M7P,AQT Water Management Inc.,"Sep 01, 2003","Mar 01, 2010"
F27866    ,Abandoned,"Nov 20, 2014",300,"Jan 10, 2003","Feb 08, 2008",00/07-15-110-21W5,58.547403,-117.412095,0M7P,AQT Water Management Inc.,"Regenerative, Acid Gas Flaring",422.6,324, , , , , , ,0.12, ,0.12, ,ABGS0076671,Gas Gathering Sys,EVERGREEN GAS GATHERING SYSTEM,UNDEFINED,0M7P,AQT Water Management Inc.,"Feb 01, 2003","Mar 01, 2010"
F27936    ,Amended,"Nov 10, 2011",10,"Jan 29, 2003","Nov 10, 2011",00/03-16-051-19W4,53.3978,-112.745425,A517,Long Run Exploration Ltd., ,260,260,0,0,0,0,0,3,0, , , ,ABCS0027936,Compressor Station,NCE PETROFUND CORP,BEAVERHILL LAKE,A517,Long Run Exploration Ltd., , 
F28032    ,Amended,"Apr 01, 2022",10,"Feb 11, 2003","Apr 01, 2022",02/06-20-037-01W5,52.194331,-114.108408,A0L1,Vesta Energy Ltd., ,560,375,0,0,0,0,290,0,0, , , ,ABCS0028032,Compressor Station,ZOOM ENERGY LTD,SYLVAN LAKE,0X1A,Zoom Energy Ltd., , 
F28032    ,Amended,"Apr 01, 2022",10,"Feb 11, 2003","Apr 01, 2022",02/06-20-037-01W5,52.194331,-114.108408,A0L1,Vesta Energy Ltd., ,560,375,0,0,0,0,290,0,0, , , ,ABGP0137513,Gas Plant Sweet,SYLVAN LAKE 6-20 GAS PLANT,SYLVAN LAKE,A0L1,Vesta Energy Ltd.,"Jan 01, 2015","Dec 01, 2023"
F28032    ,Amended,"Apr 01, 2022",10,"Feb 11, 2003","Apr 01, 2022",02/06-20-037-01W5,52.194331,-114.108408,A0L1,Vesta Energy Ltd., ,560,375,0,0,0,0,290,0,0, , , ,ABGS0076774,Gas Gathering Sys,Argo 6-20 Gas Gathering System,SYLVAN LAKE,A72X,Outlier Resources Ltd.,"Mar 01, 2003","Jan 01, 2015"
F28032    ,Amended,"Apr 01, 2022",10,"Feb 11, 2003","Apr 01, 2022",02/06-20-037-01W5,52.194331,-114.108408,A0L1,Vesta Energy Ltd., ,560,375,0,0,0,0,290,0,0, , , ,ABGS0147610,Gas Gathering Sys,Sylvan Lake 6-20 GGS,SYLVAN LAKE,A0L1,Vesta Energy Ltd.,"Jan 01, 2018","Dec 01, 2023"
F28032    ,Amended,"Apr 01, 2022",10,"Feb 11, 2003","Apr 01, 2022",02/06-20-037-01W5,52.194331,-114.108408,A0L1,Vesta Energy Ltd., ,560,375,0,0,0,0,290,0,0, , , ,ABGS0151344,Gas Gathering Sys,SYLVAN LAKE GAS DOWNSTREAM of 16-19,SYLVAN LAKE,A0L1,Vesta Energy Ltd.,"Nov 01, 2018","Nov 01, 2022"
F28085    ,Amended,"Sep 24, 2008",300,"Feb 20, 2003","Sep 24, 2008",00/06-02-002-20W4,49.090597,-112.578926,A1BB,Gryphon Petroleum Corp.,"Regenerative, Acid Gas Flaring",56,50.3,0,0,0,0,0,0,0.35, ,0.35, ,ABGP0079080,Gp Acid Gas Flaring,ALTAGAS  DEL BONITA GAS PLANT,BRANCH,A1BB,Gryphon Petroleum Corp.,"Oct 01, 2003","Apr 01, 2017"
F2830     ,Abandoned,"Nov 22, 2022",10,"Mar 01, 2001","Aug 26, 2006",02/06-25-020-21W4,50.72158,-112.787711,A83E,Saturn Oil & Gas Inc., ,708,702, , , , , ,3.3,0, , , ,ABBT0154133,Gas Proration - S.e.,RBR JUMPBUSH 6-25-20-21W4  MWGB,JUMPBUSH,A83E,Saturn Oil & Gas Inc.,"Aug 01, 2019","May 01, 2020"
F2830     ,Abandoned,"Nov 22, 2022",10,"Mar 01, 2001","Aug 26, 2006",02/06-25-020-21W4,50.72158,-112.787711,A83E,Saturn Oil & Gas Inc., ,708,702, , , , , ,3.3,0, , , ,ABBT0154134,Gas Proration - S.e.,RBR 6-25-20-21W4 V200 MWGB,JUMPBUSH,A83E,Saturn Oil & Gas Inc.,"Aug 01, 2019","May 01, 2020"
F2830     ,Abandoned,"Nov 22, 2022",10,"Mar 01, 2001","Aug 26, 2006",02/06-25-020-21W4,50.72158,-112.787711,A83E,Saturn Oil & Gas Inc., ,708,702, , , , , ,3.3,0, , , ,ABGP0001884,Gas Plant Sweet,LIGHTSTREAM JUMPBUSH,JUMPBUSH,A83E,Saturn Oil & Gas Inc.,"Jan 01, 1995","Oct 01, 2014"
F2830     ,Abandoned,"Nov 22, 2022",10,"Mar 01, 2001","Aug 26, 2006",02/06-25-020-21W4,50.72158,-112.787711,A83E,Saturn Oil & Gas Inc., ,708,702, , , , , ,3.3,0, , , ,ABGS0154135,Gas Gathering Sys,RBR 6-25-20-21W4 GGS,JUMPBUSH,A83E,Saturn Oil & Gas Inc.,"Aug 01, 2019","Aug 01, 2022"
F28375    ,Amended,"Sep 23, 2003",10,"Mar 10, 2003","Aug 26, 2006",00/15-11-076-06W6,55.575589,-118.81152,A2J6,Crescent Point Energy Corp., ,481,479, , , , , ,15,0, , , ,ABBT0077068,Gas Group,RYCROFT 15-11-076-06W6,RYCROFT,A2J6,Crescent Point Energy Corp.,"Apr 01, 2003","Dec 01, 2023"
F28375    ,Amended,"Sep 23, 2003",10,"Mar 10, 2003","Aug 26, 2006",00/15-11-076-06W6,55.575589,-118.81152,A2J6,Crescent Point Energy Corp., ,481,479, , , , , ,15,0, , , ,ABBT0140116,Crude Oil Proration,Rycroft 15-11-76-6W6 Oil MW Battery,RYCROFT,A2J6,Crescent Point Energy Corp.,"Jan 01, 2016","Oct 01, 2020"
F28375    ,Amended,"Sep 23, 2003",10,"Mar 10, 2003","Aug 26, 2006",00/15-11-076-06W6,55.575589,-118.81152,A2J6,Crescent Point Energy Corp., ,481,479, , , , , ,15,0, , , ,ABBT0157558,Crude Oil Group,Rycroft 15-11-076-06W6 Oil MW Bty,RYCROFT,A2J6,Crescent Point Energy Corp.,"Oct 01, 2020","Dec 01, 2023"
F28375    ,Amended,"Sep 23, 2003",10,"Mar 10, 2003","Aug 26, 2006",00/15-11-076-06W6,55.575589,-118.81152,A2J6,Crescent Point Energy Corp., ,481,479, , , , , ,15,0, , , ,ABGP0077070,Gas Plant Sweet,RYCROFT 15-11-76-6W6 GAS PLANT,RYCROFT,A2J6,Crescent Point Energy Corp.,"Apr 01, 2003","Dec 01, 2023"
F28375    ,Amended,"Sep 23, 2003",10,"Mar 10, 2003","Aug 26, 2006",00/15-11-076-06W6,55.575589,-118.81152,A2J6,Crescent Point Energy Corp., ,481,479, , , , , ,15,0, , , ,ABGS0077069,Gas Gathering Sys,RYCROFT GGS 15-11-76-6W6,RYCROFT,A2J6,Crescent Point Energy Corp.,"Apr 01, 2003","Dec 01, 2023"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABBT0094308,Gas Group,BOW ISLAND 2-11-20-23w4,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Apr 01, 2007","Jun 01, 2019"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABBT0096092,Gas Group,LOMOND 1-8-18-23w4,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Nov 01, 2007","Dec 01, 2023"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABBT0096702,Gas Group,LOMOND 2-11-20-23w4,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Dec 01, 2007","Aug 01, 2018"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABBT0144019,Gas Proratn Not Sea,SHOULDICE 2-11-20-23W4,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Mar 01, 2017","Oct 01, 2022"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABGP0001578,Gas Plant Sweet,SHOULDICE 02-11-020-23W4,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Jan 01, 1991","Jan 01, 2019"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABGS0094274,Gas Gathering Sys,Shouldice 2-11-20-23w4,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Apr 01, 2007","Jul 01, 2018"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABGS0094391,Gas Gathering Sys,BOW ISLAND GAS GATHERING SYSTEM,SHOULDICE,0HE9,Canadian Natural Resources Limited,"May 01, 2007","Apr 01, 2015"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABGS0096095,Gas Gathering Sys,LOMOND 2-11-20-23w4 HP,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Nov 01, 2007","Jul 01, 2018"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABGS0096096,Gas Gathering Sys,LOMOND 2-11-20-23w4 LP,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Nov 01, 2007","Jul 01, 2018"
F2838     ,Issued,"Mar 19, 2001",10,"Mar 19, 2001", ,00/02-11-020-23W4,50.676235,-113.084066,0HE9,Canadian Natural Resources Limited, ,366, , , , , , , , , , , ,ABGS0096276,Gas Gathering Sys,Milo 2-11-20-23w4,SHOULDICE,0HE9,Canadian Natural Resources Limited,"Nov 01, 2007","Jul 01, 2018"
F28496    ,Amended,"Jun 04, 2003",10,"Mar 13, 2003","Aug 26, 2006",00/16-15-059-24W5,54.10674,-117.504285,0HE9,Canadian Natural Resources Limited, ,584,582,0,0,0,0,32.9,0,0,0, , ,ABBT0078676,Gas Group,BERLAND RIVER 16-15-059-24W5,BERLAND RIVER WEST,0HE9,Canadian Natural Resources Limited,"Sep 01, 2003","Dec 01, 2015"
F28496    ,Amended,"Jun 04, 2003",10,"Mar 13, 2003","Aug 26, 2006",00/16-15-059-24W5,54.10674,-117.504285,0HE9,Canadian Natural Resources Limited, ,584,582,0,0,0,0,32.9,0,0,0, , ,ABCS0028496,Compressor Station,CANADIAN NATURAL RESOURCES LIMITED,BERLAND RIVER WEST,0HE9,Canadian Natural Resources Limited, , 
F28496    ,Amended,"Jun 04, 2003",10,"Mar 13, 2003","Aug 26, 2006",00/16-15-059-24W5,54.10674,-117.504285,0HE9,Canadian Natural Resources Limited, ,584,582,0,0,0,0,32.9,0,0,0, , ,ABGP0078222,Gas Plant Sweet,BERLAND RIVER W 16-15-59-24W5,BERLAND RIVER WEST,0HE9,Canadian Natural Resources Limited,"Sep 01, 2003","Jun 01, 2020"
F28496    ,Amended,"Jun 04, 2003",10,"Mar 13, 2003","Aug 26, 2006",00/16-15-059-24W5,54.10674,-117.504285,0HE9,Canadian Natural Resources Limited, ,584,582,0,0,0,0,32.9,0,0,0, , ,ABGS0077149,Gas Gathering Sys,BERLAND RIVER 16-15-59-24W5,BERLAND RIVER WEST,0HE9,Canadian Natural Resources Limited,"Apr 01, 2003","Mar 01, 2015"
F2861     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/06-31-020-24W4,50.738119,-113.319558,A2TG,TAQA North Ltd., ,340, , , , , , , , , , , ,ABBT0119144,Gas Group,Brant Farrow 06-31 Gas MW Group Batt,HERRONTON,A2TG,TAQA North Ltd.,"Feb 01, 2012","Dec 01, 2023"
F2861     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/06-31-020-24W4,50.738119,-113.319558,A2TG,TAQA North Ltd., ,340, , , , , , , , , , , ,ABGP0001499,Gas Plant Sweet,CYPRESS FARROW,HERRONTON,A2TG,TAQA North Ltd.,"Jan 01, 1991","Dec 01, 2023"
F2861     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/06-31-020-24W4,50.738119,-113.319558,A2TG,TAQA North Ltd., ,340, , , , , , , , , , , ,ABGS0003778,Gas Gathering Sys,CYPRESS FARROW,HERRONTON,A2TG,TAQA North Ltd.,"Jan 01, 2000","Dec 01, 2023"
F2861     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/06-31-020-24W4,50.738119,-113.319558,A2TG,TAQA North Ltd., ,340, , , , , , , , , , , ,ABGS0119323,Gas Gathering Sys,Farrow 100/06-31-020-24W4 GGS,HERRONTON,A2TG,TAQA North Ltd.,"Feb 01, 2012","Apr 01, 2015"
F2861     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/06-31-020-24W4,50.738119,-113.319558,A2TG,TAQA North Ltd., ,340, , , , , , , , , , , ,ABGS0119325,Gas Gathering Sys,Farrow 100/06-31 GGS,HERRONTON,A2TG,TAQA North Ltd.,"Feb 01, 2012","Dec 01, 2023"
F28629    ,Issued,"Mar 20, 2003",10,"Mar 20, 2003","Aug 26, 2006",00/12-23-107-06W6,58.304613,-118.888765,0BP8,Obsidian Energy Ltd., ,283,268, , , , , ,6.5,0, , , ,ABBT0132699,Gas Proration Efflue,PENN WEST LENNARD 12-23 GMWB,RAINBOW,0BP8,Obsidian Energy Ltd.,"May 01, 2014","Mar 01, 2022"
F28629    ,Issued,"Mar 20, 2003",10,"Mar 20, 2003","Aug 26, 2006",00/12-23-107-06W6,58.304613,-118.888765,0BP8,Obsidian Energy Ltd., ,283,268, , , , , ,6.5,0, , , ,ABGP0105489,Gas Plant Sweet,PENNWEST LENNARD,RAINBOW,0BP8,Obsidian Energy Ltd.,"Dec 01, 2009","Feb 01, 2020"
F28630    ,Abandoned,"Jun 29, 2017",10,"Mar 20, 2003","Sep 25, 2006",00/01-24-045-08W4,52.88733,-111.020482,A7BY,Cleo Energy Corp., ,56,23,561.2,0,0,0,0.5,0,0, , , ,ABGP0099238,Gas Plant Sweet,BATTLE 1-24-45-8 W4,VIKING-KINSELLA,A7BY,Cleo Energy Corp.,"Oct 01, 2008","Apr 01, 2016"
F28640    ,Abandoned,"Mar 01, 2023",10,"Mar 21, 2003","Aug 26, 2006",00/01-28-102-03W6,57.87695,-118.41325,0BP8,Obsidian Energy Ltd., ,240.2,238,0,0,0,0,0,14.3,0,0, , ,ABGP0077308,Gas Plant Sweet,DRYDEN CREEK GAS PLANT,HARO,0BP8,Obsidian Energy Ltd.,"May 01, 2003","Oct 01, 2021"
F2866     ,Amended,"Oct 17, 2001",300,"May 01, 2001","Aug 26, 2006",00/06-15-020-27W4,50.694345,-113.66571,0CW8,Lexin Resources Ltd.,"Regenerative, Acid Gas Flaring",425,412, , , , ,27, ,0.98, ,0.98, ,ABGP0001396,Gp Acid Gas Flaring,BORDER MIDSTREAM GLADYS,HERRONTON,0CW8,Lexin Resources Ltd.,"Jan 01, 1991","Aug 01, 2014"
F287      ,Amended,"Oct 30, 2008",600,"Feb 12, 2001","Oct 30, 2008",00/01-11-008-05W5,49.627872,-114.568712,0HE9,Canadian Natural Resources Limited,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Superclaus Process","2,811.00",2042,0,0,0,0,0,7,800,789.4,10.6,98.6,ABGP0001051,Gp Sulphur Rcvry,DEVON SAVANNA CREEK,UNDEFINED,0HE9,Canadian Natural Resources Limited,"Jan 01, 1991","Jun 01, 2021"
F2874     ,RecCertified,"Nov 01, 2004",600,"Mar 06, 2001", ,00/04-27-020-29W4,50.719723,-113.949138,A6LC,CNOOC Petroleum North America ULC,None,0, , , , , , , , , , , ,ABGP0001040,Gp Sulphur Rcvry,* CAN OXY OKOTOKS,OKOTOKS,A6LC,CNOOC Petroleum North America ULC, , 
F29178    ,Issued,"May 16, 2003",10,"May 16, 2003","Aug 26, 2006",00/10-20-096-07W6,57.345926,-119.093776,A6D7,Kelt Exploration Ltd., ,227.1,223.9,0,0,0,0,22.5,0,0,0, , ,ABBT0078098,Gas Group,KELT CHINCHAGA 10-20 MWGB,CHINCHAGA,A6D7,Kelt Exploration Ltd.,"Jul 01, 2003","Dec 01, 2019"
F29178    ,Issued,"May 16, 2003",10,"May 16, 2003","Aug 26, 2006",00/10-20-096-07W6,57.345926,-119.093776,A6D7,Kelt Exploration Ltd., ,227.1,223.9,0,0,0,0,22.5,0,0,0, , ,ABGP0077819,Gas Plant Sweet,CHINCHAGA 10-20-96-7 GP,CHINCHAGA,A6D7,Kelt Exploration Ltd.,"Jul 01, 2003","Oct 01, 2017"
F29178    ,Issued,"May 16, 2003",10,"May 16, 2003","Aug 26, 2006",00/10-20-096-07W6,57.345926,-119.093776,A6D7,Kelt Exploration Ltd., ,227.1,223.9,0,0,0,0,22.5,0,0,0, , ,ABGS0080560,Gas Gathering Sys,BAYTEX CHINCHAGA 10-20 GATH. SYSTEM,CHINCHAGA,A6D7,Kelt Exploration Ltd.,"Feb 01, 2004","Apr 01, 2016"
F29208    ,Amended,"Aug 22, 2005",300,"May 21, 2003","Aug 26, 2006",00/10-11-075-07W6,55.48477,-118.966509,0HE9,Canadian Natural Resources Limited,Nonregenerative,"1,100.00",1081, , , , , , ,0.89, , , ,ABGP0078091,Gas Plant Sweet,SADDLEHILLS 10-11-75-7 W6,SADDLE HILLS,0HE9,Canadian Natural Resources Limited,"Jul 01, 2003","Jun 01, 2012"
F29208    ,Amended,"Aug 22, 2005",300,"May 21, 2003","Aug 26, 2006",00/10-11-075-07W6,55.48477,-118.966509,0HE9,Canadian Natural Resources Limited,Nonregenerative,"1,100.00",1081, , , , , , ,0.89, , , ,ABGS0078092,Gas Gathering Sys,SADDLEHILLS 10-11-75-7W6 GGS,SADDLE HILLS,0HE9,Canadian Natural Resources Limited,"Jul 01, 2003","Jun 01, 2010"
F29208    ,Amended,"Aug 22, 2005",300,"May 21, 2003","Aug 26, 2006",00/10-11-075-07W6,55.48477,-118.966509,0HE9,Canadian Natural Resources Limited,Nonregenerative,"1,100.00",1081, , , , , , ,0.89, , , ,ABGS0094339,Gas Gathering Sys,SADDLE HILLS 12-23-75-7W6,SADDLE HILLS,0HE9,Canadian Natural Resources Limited,"Apr 01, 2007","Apr 01, 2015"
F29211    ,RecExempt,"May 10, 2021",300,"May 22, 2003","Aug 26, 2006",00/06-24-009-10W4,49.748345,-111.238627,0YA2,Peyto Exploration & Development Corp.,"Regenerative, Acid Gas Flaring",198.2,194.6, , , , , , ,0.2, ,0.2, ,ABGP0001618,Gp Acid Gas Inj,* ANADARKO BURDETT,BURDETT,39,Repsol Oil & Gas Canada Inc., , 
F2924     ,Issued,"Feb 28, 2001",10,"Feb 28, 2001","Aug 26, 2006",00/09-13-021-07W4,50.785263,-110.839049,A7H7,West Lake Energy Corp., ,269,269, , , , , ,0.2, , , , ,ABBT0079553,Gas Proration - S.e.,ATLEE BUFFALO 8-16-21-6 SHALLOW GAS,ATLEE-BUFFALO,A7H7,West Lake Energy Corp.,"Dec 01, 2003","Jun 01, 2021"
F2924     ,Issued,"Feb 28, 2001",10,"Feb 28, 2001","Aug 26, 2006",00/09-13-021-07W4,50.785263,-110.839049,A7H7,West Lake Energy Corp., ,269,269, , , , , ,0.2, , , , ,ABBT0079554,Gas Proration - S.e.,ATLEE BUFFALO 102/6-13-21-7 SHALLOW,ATLEE-BUFFALO,A7H7,West Lake Energy Corp.,"Dec 01, 2003","Jun 01, 2021"
F2924     ,Issued,"Feb 28, 2001",10,"Feb 28, 2001","Aug 26, 2006",00/09-13-021-07W4,50.785263,-110.839049,A7H7,West Lake Energy Corp., ,269,269, , , , , ,0.2, , , , ,ABBT0850010,Gas Group,ATLEE-BUFFALO 9-13,ATLEE-BUFFALO,A7H7,West Lake Energy Corp.,"Jun 01, 1989","Jun 01, 2021"
F2924     ,Issued,"Feb 28, 2001",10,"Feb 28, 2001","Aug 26, 2006",00/09-13-021-07W4,50.785263,-110.839049,A7H7,West Lake Energy Corp., ,269,269, , , , , ,0.2, , , , ,ABGP0001846,Gas Plant Sweet,Conoco atlee-buffalo 09-13,ATLEE-BUFFALO,A7H7,West Lake Energy Corp.,"Jan 01, 2002","Feb 01, 2011"
F2924     ,Issued,"Feb 28, 2001",10,"Feb 28, 2001","Aug 26, 2006",00/09-13-021-07W4,50.785263,-110.839049,A7H7,West Lake Energy Corp., ,269,269, , , , , ,0.2, , , , ,ABGS0002212,Gas Gathering Sys,CRESTAR ATLEE-BUFFALO,ATLEE-BUFFALO,A7H7,West Lake Energy Corp.,"Jan 01, 2000","Dec 01, 2023"
F29476    ,Amended,"Aug 12, 2005",10,"Jul 22, 2003","Aug 26, 2006",00/04-31-034-13W4,51.956516,-111.845571,A7WF,Battle River Energy Ltd., ,365,355,0,0,0,0,0,5,0,0, , ,ABBT8800001,Gas Group,STAR SULLIVAN LAKE 04-31,SULLIVAN LAKE,A7WF,Battle River Energy Ltd.,"May 01, 1989","Dec 01, 2023"
F29476    ,Amended,"Aug 12, 2005",10,"Jul 22, 2003","Aug 26, 2006",00/04-31-034-13W4,51.956516,-111.845571,A7WF,Battle River Energy Ltd., ,365,355,0,0,0,0,0,5,0,0, , ,ABGS0002550,Gas Gathering Sys,APACHE SULLIVAN LAKE,SULLIVAN LAKE,A7WF,Battle River Energy Ltd.,"Jan 01, 2000","Dec 01, 2023"
F29481    ,Amended,"Nov 08, 2005",10,"Jul 22, 2003","Aug 26, 2006",00/05-03-038-13W4,52.236338,-111.788136,A7BT,Karve Energy Inc., ,"1,500.00",1495,0,0,0,0,40,10,0, , , ,ABGP0001285,Gas Plant Sweet,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,"Jan 01, 1991","Dec 01, 2023"
F29481    ,Amended,"Nov 08, 2005",10,"Jul 22, 2003","Aug 26, 2006",00/05-03-038-13W4,52.236338,-111.788136,A7BT,Karve Energy Inc., ,"1,500.00",1495,0,0,0,0,40,10,0, , , ,ABGS0003065,Gas Gathering Sys,APACHE CASTOR EAST,PROVOST,A7BT,Karve Energy Inc.,"Jan 01, 2000","Dec 01, 2023"
F29481    ,Amended,"Nov 08, 2005",10,"Jul 22, 2003","Aug 26, 2006",00/05-03-038-13W4,52.236338,-111.788136,A7BT,Karve Energy Inc., ,"1,500.00",1495,0,0,0,0,40,10,0, , , ,ABGS0140953,Gas Gathering Sys,ACL 05-03 HP Inlet,PROVOST,A7BT,Karve Energy Inc.,"Apr 01, 2016","Dec 01, 2023"
F29481    ,Amended,"Nov 08, 2005",10,"Jul 22, 2003","Aug 26, 2006",00/05-03-038-13W4,52.236338,-111.788136,A7BT,Karve Energy Inc., ,"1,500.00",1495,0,0,0,0,40,10,0, , , ,ABGS0140954,Gas Gathering Sys,ACL 05-03 LP Inlet,PROVOST,A7BT,Karve Energy Inc., , 
F2981     ,Amended,"Sep 17, 2002",10,"Mar 06, 2001","Aug 26, 2006",00/16-07-021-13W4,50.77402,-111.784997,A7NW,Torxen Energy Ltd.,None,113.3,112.3,0,0,0,0,4.6,0,0,0, , ,ABBT0075037,Gas Group,VERGER GAS UNIT DEEP GAS,VERGER,A7NW,Torxen Energy Ltd.,"Oct 01, 2002","Dec 01, 2023"
F2981     ,Amended,"Sep 17, 2002",10,"Mar 06, 2001","Aug 26, 2006",00/16-07-021-13W4,50.77402,-111.784997,A7NW,Torxen Energy Ltd.,None,113.3,112.3,0,0,0,0,4.6,0,0,0, , ,ABBT0076549,Gas Proration - S.e.,VERGER 11-26-21-13W4 SG,VERGER,A7NW,Torxen Energy Ltd., , 
F2981     ,Amended,"Sep 17, 2002",10,"Mar 06, 2001","Aug 26, 2006",00/16-07-021-13W4,50.77402,-111.784997,A7NW,Torxen Energy Ltd.,None,113.3,112.3,0,0,0,0,4.6,0,0,0, , ,ABBT0081604,Gas Proration - S.e.,VERGER SHALLOW GAS 640-115,VERGER,A7NW,Torxen Energy Ltd.,"Jun 01, 2004","Apr 01, 2005"
F2981     ,Amended,"Sep 17, 2002",10,"Mar 06, 2001","Aug 26, 2006",00/16-07-021-13W4,50.77402,-111.784997,A7NW,Torxen Energy Ltd.,None,113.3,112.3,0,0,0,0,4.6,0,0,0, , ,ABBT0082628,Gas Group,VERGER SHALLOW GAS  0640-031,VERGER,A7NW,Torxen Energy Ltd.,"Oct 01, 2004","Jan 01, 2006"
F2981     ,Amended,"Sep 17, 2002",10,"Mar 06, 2001","Aug 26, 2006",00/16-07-021-13W4,50.77402,-111.784997,A7NW,Torxen Energy Ltd.,None,113.3,112.3,0,0,0,0,4.6,0,0,0, , ,ABBT0102399,Gas Group,MEASURED BTY ZEDI METERS,VERGER,A7NW,Torxen Energy Ltd.,"May 01, 2009","Aug 01, 2012"
F2981     ,Amended,"Sep 17, 2002",10,"Mar 06, 2001","Aug 26, 2006",00/16-07-021-13W4,50.77402,-111.784997,A7NW,Torxen Energy Ltd.,None,113.3,112.3,0,0,0,0,4.6,0,0,0, , ,ABGP0001719,Gas Plant Sweet,ENCANA VERGER 16-07,VERGER,A7NW,Torxen Energy Ltd.,"Oct 01, 2002","Nov 01, 2014"
F2981     ,Amended,"Sep 17, 2002",10,"Mar 06, 2001","Aug 26, 2006",00/16-07-021-13W4,50.77402,-111.784997,A7NW,Torxen Energy Ltd.,None,113.3,112.3,0,0,0,0,4.6,0,0,0, , ,ABGS0006491,Gas Gathering Sys,ENCANA VERGER 16-07,VERGER,A7NW,Torxen Energy Ltd.,"Oct 01, 2002","Nov 01, 2014"
F29910    ,Amended,"Nov 15, 2010",10,"Sep 22, 2003","Nov 15, 2010",00/16-29-018-02W5,50.55558,-114.233995,A900,Ranahan Resources Limited, ,567,552,0,0,0,0,120,0,0, , , ,ABBT0080028,Gas Group,Legacy Little Chicago Sweet Well Bty,TURNER VALLEY,A2J6,Crescent Point Energy Corp.,"Jan 01, 2004","Mar 01, 2014"
F29910    ,Amended,"Nov 15, 2010",10,"Sep 22, 2003","Nov 15, 2010",00/16-29-018-02W5,50.55558,-114.233995,A900,Ranahan Resources Limited, ,567,552,0,0,0,0,120,0,0, , , ,ABBT0131410,Gas Proration Efflue,Legacy Little Chicago Effluent Bty,TURNER VALLEY,A2J6,Crescent Point Energy Corp.,"Feb 01, 2014","Aug 01, 2019"
