Month,Raw_Gas_Sum_E3m3/d
2017-07,"7041,606.007,686.002242,811.003,522.007406492552606,700.005501,831.003,380.003301643,610.002,550.0015,000.0027810,249.00739353310442.31,090.00135563561,300.0051.5623256051,972.0035061512,008.505662,500.005654742501,237.0015698.6915432003962124561691,250.003921324748212211290283 4001,132.0014110,850.007364,562.002,826.401,865.00400339.81846233303,115.00283.210030010,249.003801,400.008001,359.0085056.3706281.14,648.702,803.003964256231101,755.008972,500.00330424.9845283.25841,134.00422.61,130.007,080.00710423.62,832.00707.9622.48857.61,200.002,550.001,982.0042.5140339.82,800.008,500.00570283.172001,359.004004001,136.701,132.00012,400.0032012,400.001,696.00281.12,836.705106,230.003,794.503,794.505651,982.2010,030.37"
2017-08,"604,875.0010,550.002556,700.006,180.00550606422,365.203,380.003,610.007,748.002,550.0015,000.00180.3278442.31,050.0056342623251131,040.003,381.006155654744,050.00704,118.0012431,237.00159151,409.005702801,700.0048.151203111324741302124001,132.0014117533056456656465212585056.312,010.004,875.00281.1396.45661557701404246234,875.002,395.00475424510110283.2422.6423.6678127.57.120,550.00622.481,700.001,700.0051042.51707001651,274.00113.281,700.0066.5507851051,415.843,823.005201,699.007,787.264004003,397.001,132.004,270.002,650.004758,043.00281.15108,495.006,230.003,794.503,794.50"
2017-09,"3,400.004,495.002,811.003,522.0074010,550.002601643,610.002,550.0015,000.002786,229.00563422,673.7051.56231,040.005664504,050.001,352.00680431,700.001203112111,510.00 1,132.0010,850.00175339.81,352.005641005665643807001,400.00125140453281.1396.4396623240.2422.6423.67.120,550.00650622.4820250338.63433.91,700.0066.53,397.001,132.001812,650.008508,043.0011,163.00281.14,814.004,814.0028,037.00"
2017-10,"7,686.002,811.003,522.006010,550.002551,831.002,365.207,748.0015,000.006,229.001,090.00135422,673.701,300.00421,040.0061512,008.501,352.004328020048.151691,250.00392211 1411751843301,352.005661,400.0068850706422.6127.58101651,274.005073,823.005204,270.008502,233.002,233.001,416.001,342.003,446.003,794.503,794.501,982.20"
2017-11,0
2017-12,"7401,831.003502112,350.006502,395.00339.87,297.25400"
2018-01,"3,522.00212400400400"
2018-02,"4,495.001,831.001643,610.004531973506802,350.00100650283.057,297.25400"
2018-03,"7396004,046.506603741,200.0050337.84,648.702,407.002,803.004255847,080.001,982.002,800.009,617.501554,265.49850"
2018-04,"7,686.002,811.003,522.006040210,550.0011,179.0011,179.002,487.088001,042.00421,300.002,550.001,133.00226.61,981.004452832031,040.00012,008.509251,700.001,160.004254,050.002801,700.00180120402150322121,510.00290260.64001817001,400.008506562,718.4089770,450.001107.10622.48205101707001651,274.001,700.0050710512,035.002003,823.005204004003,397.001,841.0014,158.008502,322.002,840.004,531.0010,142.648,467.003,794.503,794.50566"
2018-05,"7042,000.007,686.003,400.002244,495.002,811.003,522.00605,981.007404,875.0064910,550.0025597526011,179.00550606421,831.0011,179.003,380.003301644,332.903,610.007,748.002,550.00250140278651,700.00453283283197739353310442.38001,042.00340242135563421,300.002,550.00226.651.5404262316225113904452831,040.00090615562,400.00211701,400.006,650.00566350707.9255651,160.003411,220.004,050.002501,352.00680431104,131.0046698.66,650.00432804,046.501745,050.003961,260.00368.1748.15277.539666045618012016931183741,250.0045039282002122113,534.002,200.002401,200.00290440100112 50260.62,350.0040014191510,850.004,562.002,826.404001846236801,352.00564340181566.28,384.602831,708.001585641,400.001,133.0068125337.828085056.32824,875.001,400.00281.1396.45501,047.002,803.00360316237,326.0070,450.002,000.004,875.003506502,395.00564229.4330424.9140.98452501,603.20110481227.11,100.001,134.001,130.007,080.0070.8678127.52,832.00707.9810020,550.00622.48283857.61,200.001,982.00283.051,700.0051085042.5339.81702,200.002,000.001651,274.004501,700.005071059,617.501551281,700.005201,699.007,787.261,415.844004003,397.0004,265.4912,400.0014,158.006,218.002,650.001,696.081,415.848503207,297.2512,400.001,540.006,540.002,233.002,233.0011,163.001,416.008,384.601,700.0010,142.64281.16,230.006,650.008,467.003,794.503,794.504,814.006,650.004,814.00400"
2018-06,"7041,606.002,000.002244,495.002,811.00604,875.0064940210,550.002551,578.006421,831.003,380.003307,748.002,550.00180.31,700.0045328328319773935331017080097.51,042.0034024213556342991,300.002,550.001,133.0051.5421131,040.00012,008.502,500.001,960.001,160.00450168.947438230680431,237.0090046159151,409.00432801,700.001743961,260.00368.1748.153961806604561201693113741,250.004503921,000.001,183.004748510130212891,510.00240283100112502,350.004001417361,865.003904002502961846236800.1181283.28,384.605705663807003,681.00566.3652337.81,359.0056.32824,875.001,960.00905501,047.003961556561452,832.101107,326.002,718.401241,755.002,000.002,500.004,875.00350380650986510330424.9140.98451104811,100.00198.2423.670.8678565566.4127.5707.97.120,550.00650622.481,700.00857.64251,982.00283.052501,700.0051085042.5382.3338.63339.81707001651,274.001,999.00450433.966.55071059,617.50155169.92003,823.001,700.005201,699.007,787.261,415.841,359.004004004503,397.0004,265.491812,718.001,841.0014,158.003,115.006,218.008507,297.252,322.00671.942,840.002,233.002,233.004,531.008,043.001,416.008,384.601,700.0010,142.645108,467.003,446.00565400566"
2018-07,"7,686.004,495.002,811.003,522.00605,981.007404,875.0040210,550.0011,179.006,180.005506012,678.001,831.0011,179.002,365.203,380.001643,610.007,748.002,550.0015,000.00907393533106,229.00135563180226.651.56231131,040.000615170707.91,700.0068015434,046.501,700.00174660311837445015081301,510.001,200.00502,350.004,562.002,826.404002506801811,272.001007001,400.006522804,875.005506231,755.004,875.00845110283.2198.2707.97.181020,550.00622.48857.63,398.00339.8700450283.171053.5169.91,415.841281,700.001,699.004504,265.4912,400.004,270.001,841.003,115.001,272.007,297.2512,400.002,233.002,233.004,531.003,398.001,696.0010,142.641,342.008,467.00400480"
2018-08,"7,686.002,811.003,522.006010,550.003,610.006,229.001,050.00135422,673.70991,040.003501,960.001,352.00954,131.001,237.002805671801201133111,183.00130440112 1,132.003301,352.001,400.00566.31,359.001,960.00706281.14241,755.003802,395.00424140.97.1857.6510170450507169.91281,699.001,359.003,397.001,132.001,415.84850320281.18,495.006,230.00"
2018-09,"2,811.006010,550.002,550.00422805,050.00400915622.48165507200520400400850320"
2018-10,"7042,811.006010,550.001,831.0033016427810,249.001,700.008001,050.00135421,300.001,133.001132831,040.00707.91,700.001,160.00698.628016981,250.00212260.640018418110010,249.0065268656424424424.91,603.20110622.4810512,035.003.51,415.841,699.004004001,841.0014,158.008502,322.0010,030.37"
2018-11,"1,700.00605132283.2140.9510170283"
2018-12,"704330739465701,700.00368.17396660374510508504241249,617.504,265.49"
2019-01,"7,686.003,522.003301,400.00337.8155"
2019-02,"3,522.00603,610.002,550.002805671,400.001651,274.00507520510"
2019-03,"7,686.003,522.007402555507,748.00160421136151,960.001102122114001411,865.001841,400.006521551,960.001351,648.30481622.481,700.00185339.84004001,648.302,233.002,233.001,416.00510"
2019-04,"2,000.007,686.002,811.003,522.00607408010,550.009521,831.003,610.0015,000.0010,249.006,229.002,487.088001,042.00340135428871,300.002,550.0040246113902831,040.001,400.006,650.001,220.00168.94,050.00324698.66,650.001705702801,700.0039645616981,250.00150100510322122112,200.0029044040062333056418115810,249.005643801,400.0065268337.88504241,400.00396311242,000.00986330424.9110423.66787.1622.4820510566.4339.81702,200.001651,274.001,999.001,700.0050710512,035.003.55201,699.00400400113.31,841.0014,158.002,650.008503202,322.001,540.006,650.003,794.503,794.506,650.0010,030.37"
2019-05,"7041,606.002,000.00224605,981.007404,875.0064910,550.002552601,578.006,700.0011,179.006,180.005506012,678.001,831.0011,179.003,380.003301,200.001643,610.006007,748.002,550.0025014019,003.0065901,700.007396,229.006008001,042.001,050.00242135563428872,673.70561,300.002,550.00226.651.54042623162252463406051135504452832251,040.0003503,381.0090615562252,400.0021566350707.9251,160.004251,220.00450168.94,050.003821,352.00431104,131.00900170435702804,046.501,700.0017420039648.1566566045618012011316931183741,250.00392132100322122111,510.002,200.001,200.00290283 508462,350.0040014110,850.007362,826.401,865.00400175339.86236801,352.00564340181283.21,272.001002835661585643807001,133.00652337.82801,359.0014050056.328212,010.004,875.0019,003.00396.42,407.00396155145314246231,648.3008972,000.004,875.006502,395.00564150424510330425110240.2678566.4127.57.1810020,550.00650622.48202831,700.00857.6250283.21,700.0051085042.5338.63679.63,398.00339.81702,200.001651,274.00450433.91,700.0050710512,035.003.51552001,700.005201,699.001,359.004004001,648.303,397.0004,265.494,672.004,672.0014,158.001,274.001,272.002,650.008507,297.252,322.00671.941,540.002,233.002,233.003,398.008,043.002,548.5011,163.001,416.0010,142.648505106,230.008,467.009683,794.503,794.504,814.004,814.00400"
2019-06,"7046493304,332.902,550.002781,700.001606,229.001701,042.001,050.001351,300.002,550.006051,040.0012,008.504744,050.00680951,237.001,409.001105701,700.00200277.51801201691,250.003921,183.001324741302121,510.001122,350.00400250564181283.2564700566.3337.856.3453282281.1550360311404241717,326.00897350150424510229.4140.91104811,100.001,130.00678020,550.001,700.001,700.0051085042.51701,812.401651,274.001,700.0085105155169.91,415.842003,823.005201,699.004004003,397.0001,696.081,415.847,297.258,043.0011,163.00281.116,311.005108,495.006,230.004,814.004,814.00"
2019-07,"7041,606.002,811.006429903302,550.0045356318051.56237060512,008.50707.9474954320048.151801,183.001324742121,510.00283400736400250339.81811003807001,133.00566.3280140282550396623897150110240.2198.2423.6127.57.1810650622.4820510170105702833,823.004004001811504,531.003,446.005661,982.20480"
2019-08,"2,811.005,981.0011,179.001,831.0011,179.003,610.002,550.006,229.008001,042.001,300.00283170450174396456169212290400623680181337.8330424.9110433.910515540040014,158.0010,142.648,467.00"
2019-09,"6074010,550.001,831.002,550.00422,673.701,700.00382280211339.8622.48339.87001651,274.005071,415.845201,699.002,322.006,230.00565"
2019-10,"4,495.003,522.002555503,380.0012680152122,350.004001411811,400.00550650110622.481051,415.841,699.004004007,297.25"
2019-11,"1,415.841,699.00"
2019-12,0
2020-01,"16290561,200.002,826.400"
2020-02,424.9
2020-03,"283.2622.483,794.503,794.50"
2020-04,"7041,606.00224601,675.0010,550.002555502,365.203,380.003307,748.0015,000.0028328331042421,040.00615562,400.0012,008.50707.9252804,046.5048.151202401,200.002834001417362,826.40339.83303802823960127.5810622.48250338.63339.81651,274.005073,823.005204004003,397.004,270.001,841.002,650.008503202,322.002,233.002,233.001,416.001,342.003,794.503,794.50"
2020-05,"7041,606.002,000.002244,495.002,811.006074040210,550.002551252606,700.006,180.005501,831.009902,365.203,380.003303,610.007,748.002,550.0015,000.00180.31607396,229.006008001,042.00428871802,673.702,550.005061621,560.00253406051131,040.0090562,400.00216,650.00566350251,700.003414,050.001,352.006805644,131.004615698.69151,409.006,650.002804,046.501,700.002003961,260.00368.173966601201133741,000.001821322122111,510.002,200.001,200.00283 50260.640014110,850.007362,826.40793339.81841,352.005645551818,384.601002831,708.00158564380700652681258501,000.003965095661352,000.002,395.00986510229.41,603.201101,130.006787.1020,550.00650622.48201,700.00857.62501,700.00510850185566.4339.81702,200.007001651,274.001,700.005071052839,617.501,415.842005201,699.007,787.261,415.84400400113.33,397.004,265.491,841.0014,158.006,218.003202,322.00671.948,384.601,700.006,650.003,794.503,794.506,650.00480"
2020-06,"7041,353.001,606.002,000.006074010,550.002556,700.005506421,831.0033019,003.001,700.007392,487.0842421134452252031,040.00615925474280660180120311374402132474321302121,200.002834001,132.001417362,826.40250181283.2652337.850019,003.004,648.702,407.004251,648.302,000.001,553.87425584198.220,550.00622.48250338.63339.82,800.001654505071551,415.842004004001,648.303,397.001,132.004,265.491,841.004,672.004,672.002,650.008502,322.002,233.002,233.001,416.008506,230.00566"
2020-07,"2,811.006074010,550.006,180.001,831.006002,550.00428871135501,040.00615225211,400.006,650.001,700.001,220.00168.94,050.004,131.006,650.002801,700.00277.56651201133111501002111,510.002,200.002,350.003305641,272.00564380700652337.81,400.00281.140039673510424.9283.2423.66787.120,550.00201,700.00510850338.63679.6339.82,200.004501,700.0066.550712,035.001551,700.00113.33,397.001,841.001,272.002,650.008507,297.252,322.001,540.004,531.001,696.00281.16,650.006,650.00"
2020-08,"1,353.007,686.002242,811.003,522.00604,875.0010,550.002601,578.001,060.006,180.00601,831.002,365.204,332.903,610.002,550.002781,700.00739442.31706008001,042.00563563421801,300.002,550.0051.56231131,981.005502832251,040.0001,400.006,650.00707.95651,160.001,220.00168.94,050.00301,352.004,131.009001,409.006,650.00435702804,046.50200396368.1748.15396665660120311374100510892,200.001,200.00290100 501,132.0010,850.004002961,164.001,352.005643401,272.001,708.005701585643801,400.001,133.003,681.008505004244,875.001,400.00396.41,047.003963606561456231102,718.401244,875.001,553.87986423.6565566.4127.57.181020,550.00622.483,398.00339.82,200.001651,274.001,999.004501,062.001,700.005079,617.501,700.005203,397.001,132.004,265.494,270.002,718.001,841.0014,158.003,115.001,272.001,696.081,415.848502,322.001,540.008,043.002,548.501,342.0016,311.005106,650.003,794.503,794.504,814.006,650.004,814.001,982.20480566"
2020-09,"2,811.003,522.005,981.002555503,380.004,332.903,610.002,550.00140654531973538001,042.001351,300.002,550.002836156,650.001,160.00450159156,650.001743964561691,250.003922904401412966231,400.00125337.8850311,648.30650330424.9845710707.9857.6283.057001651,274.00433.91555201,136.701,648.3014,158.002,650.0016,311.006,650.006,650.00565400"
2020-10,"7047,686.003,522.006421,831.003304,332.902,550.002,673.702111,352.00 6801,352.001,400.00679.61259016,311.006,230.00"
2020-11,"1,353.0064925511,179.0055064211,179.003,380.006008001,042.001351,300.002,550.00226.642113445283225615124,046.503961801691,250.00392290501413405001,553.871,274.001,415.845201,699.0004,672.004,672.0014,158.002,233.002,233.001,416.00"
2020-12,"3,522.001,090.008002,673.701,300.002,550.001,160.001,400.008501,274.0052014,158.00"
2021-01,"2,000.007,686.002,811.003,522.004531973538001,300.002831,160.001701691143,534.001003801,400.003963602,000.00650986423.6707.9283.05339.82,000.0014,158.001,696.086,540.00400"
2021-02,"7,686.002243,522.0040210,550.0097511,179.0011,179.0013542226.61623401,040.000902,400.0021253414,050.001,700.001741204183111,000.001,510.005645647001,400.00281.13156520,550.004501,700.003,397.001,841.003,115.008502,322.002,840.004,531.0010,142.64281.18,467.00"
2021-03,"7042242,811.001,675.0010,550.002552605502,365.203307,748.00140652832831973533101,042.00135422,673.70992,550.00421,040.006152,400.00566251,960.004504,050.001,352.001,700.0039612031181,510.00240440 14110,850.001,865.002966801,352.005645705647001251,960.0031845565707.920,550.00857.6283.05339.81651,274.00450433.91,700.005071,415.845203,397.004,270.003,115.008502,322.002,233.002,233.002,548.501,416.001,342.003,794.503,794.50"
2021-04,"7044,495.002,811.003,522.007406494022556,180.005501,831.003301643,610.007,748.0010,249.006,229.008001,042.001358871,300.002,550.00421623401132831,040.0020,537.003,381.0090615211,160.003414501,352.006804,131.0046698.628020039617012011316931181,250.003921502901002,350.00141339.81,352.0018110,249.001,400.00652681252,310.0085056.328212,010.007,748.003607,326.003505101104811,100.006787.1020,550.00622.481,700.002501,700.0051085042.5338.63566.4140339.8170700565.21651,274.00450433.95071059,617.5012,035.003.51,415.841,700.005201,699.00014,158.002,650.001,696.088507,297.252,233.002,233.00566.341,696.001,416.002858,495.006,230.004001,982.2010,030.37"
2021-05,"7044,495.002,811.003,522.00605,981.0074064940210,550.002,440.0025511,179.001,831.0011,179.003,380.003301643,610.007,748.002,550.0015,000.0019,003.0010,249.001604532832831973533101708001,042.00135422,673.701,300.002,550.00226.6428,452.001621,560.00251131,040.0003,381.0090170566350707.91,700.001,160.00450168.930121,352.0068043698.611057028017439648.1512016931181,250.004503921821508510212211240290 2,350.004001411,865.000.11,352.0018110015810,249.003801,400.0065268337.842428212,010.0019,003.0090281.13965095661351246502,395.00510845110481423.6678565127.5707.9810020,550.00650622.48201,700.00857.6283.052501,700.00510185339.87001651,274.001,999.00450283.17433.950710512,035.003.51551,415.841,700.005201,699.00400400014,158.003,115.002,650.008507,297.252,233.002,233.001,416.0010,142.64281.15108,495.006,230.008,467.003,794.503,794.5040010,030.37"
2021-06,"1,606.002,000.007,686.002244,495.002,811.003,522.00601,675.005,981.007404,875.0064910,550.002559751,578.006,700.0011,179.00550606421,831.0099011,179.003,380.001,200.004,332.907,748.0014015,000.00278651,700.00283283197353310800340242453428871,300.002,550.00506226.64042252461134452832251,040.000615562,400.00211701,400.006,650.00707.9251,960.001,160.003411,220.004504,050.00680900698.61,409.006,650.001705702804,046.501,700.001,260.0018018012016941831181,250.001,183.0018215085102122111,510.002,200.002401,200.002834001,132.001417362,826.401,865.002961,164.005643401818,384.601005705643807001,400.00566.3652685004244,875.001,960.001,400.00281.14,648.704002,407.00396145311,648.3001241,755.002,000.004,875.00732,395.001509868454251,603.20110584423.6565566.4707.97.181020,550.00622.4820857.6283.05339.82,200.002,800.001651,274.00450433.91,700.001053.51,415.842001,700.005207,787.261,415.844004001,136.701,648.303,397.001,132.0001,841.0014,158.003,115.006,218.008502,322.00671.941,540.002,840.002,233.002,233.004,531.002,548.501,416.008,384.601,700.0010,142.64281.116,311.008506,230.006,650.008,467.009683,794.503,794.506,650.00565480"
2021-07,"7041,353.001,606.002,000.003,400.002242,811.003,522.00605,981.0074010,550.002601,578.0011,179.0064212,678.001,831.0011,179.002,365.203301,200.003,610.006007,748.0014015,000.0019,003.0065901604531977393533106,229.001,090.00170242428879956506226.68,452.003405504452252031,040.0003503,381.00562,400.002112,008.501701,400.00350259251,960.00450168.94744,050.00382250301,352.00431,237.009001,409.001105702801,700.001741,260.00368.1748.1539666566018012011331137445084021,183.00474810051032130200212892113,534.001,510.002,200.00283707440100 2,350.0010,850.007364,562.002,826.401,865.003901752502961,164.006801,352.005643403,115.008,384.601001,708.005705665643807001,400.003,681.006812580085050042445312,010.0019,003.001,960.001,400.0090281.14,648.702,407.001,047.002,803.003961354253111001241,755.008972,000.001,553.876502,395.00564986424.9845283.24811,100.005841,130.007,080.00710565566.4127.52,832.00707.920,550.00650622.48857.62,550.001,982.00283.05283.2510185566.43,398.00339.81702,200.002,800.002,000.008,500.005701,999.00450433.91,062.001,700.005078512,035.001,415.842001,700.007071,699.007,787.261,415.841,136.703,397.004,265.4912,400.004,270.002,718.001,841.004,672.004,672.001,274.003,115.006,218.008507,297.2512,400.002,322.00671.946,540.002,840.002,233.002,233.004,531.003,398.008,043.002,548.501,696.008,384.601,700.0010,142.64281.11,342.002,836.708508,495.006,230.005,947.008,467.009683,446.003,794.503,794.504,814.004,814.00565400566"
2021-08,"1,353.001,606.002,000.003,400.003,522.006491,578.0011,179.001,831.0011,179.007,748.0014015,000.00652832831973533106001352,673.701,300.00226.64452252030225350259251,160.004508034741,352.0043900698.64,046.501742001801693924021,183.004748321302401,200.00440 502,350.007361,865.002961,352.00283.21005701,400.001,133.00681251,359.005004,648.7040042.5425312,000.001,553.87736502,395.00986229.484558470.8678565566.4707.97.10857.6283.051,700.00510850338.63679.61701,274.00433.912,035.002001285201,359.0004,672.004,672.003,115.001,415.847,297.252,233.002,233.008,043.0010,142.648,495.008,467.003,794.503,794.504,814.004,814.0028,037.00"
2021-09,"7042242,811.008,050.002555506423,380.003304,332.903,610.007,748.002,550.0014015,000.00653538001,042.008871801,300.002,550.00422836152,400.0021707.9251,160.00124339648.1545616915083,534.002,200.00290440141400339.81846231001258008,050.00281.131845283.2127.57.1810622.48857.62,200.002,000.001,415.841,699.00113.314,158.006,540.002,233.002,233.001,696.001,416.00281.116,311.004,814.004,814.00"
2021-10,"7042,000.007,686.002,811.003,522.007402555501,831.003303,610.002,550.003538001,042.001,300.002,550.00422528356707.91,160.0028048.1517011482112904401411,400.001,359.004003602,000.00732,395.00986845127.5707.98100650857.6566.4339.81651,274.005075201,359.0014,158.001,696.08671.942,233.002,233.001,416.00510"
